,Name,Smiles
813,Itraconazole,Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN(C(CC)C)C3=O)cc2)cc1)Cn1ncnc1
814,Cilostazol,O(CCCCc1nnnn1C1CCCCC1)c1cc2CCC(=O)Nc2cc1
815,Ofloxacin,Fc1cc2c3N(C=C(C(O)=O)C2=O)C(COc3c1N1CCN(CC1)C)C
816,Calcium Chloride,[Ca+2].[Cl-].[Cl-]
817,Terazosin,O1CCCC1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1
818,Chloroprocaine,Clc1cc(N)ccc1C(OCCN(CC)CC)=O
819,Dinoprost Tromethamine,O[C@H]1C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@H]1C\C=C/CCCC(O)=O.OCC(N)(CO)CO
820,Halothane,BrC(Cl)C(F)(F)F
821,Bretylium,Brc1ccccc1C[N+](CC)(C)C
822,Trimetrexate,O(C)c1c(OC)cc(NCc2ccc3nc(nc(N)c3c2C)N)cc1OC
823,Bupropion,Clc1cc(ccc1)C(=O)C(NC(C)(C)C)C
824,Gemifloxacin,Fc1cc2c(nc1N1CC(CN)/C(=N/OC)/C1)N(C=C(C(O)=O)C2=O)C1CC1
825,Thiamylal,S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1
826,Sertaconazole,Clc1cc(Cl)ccc1C(OCc1c2c(sc1)c(Cl)ccc2)Cn1ccnc1
827,Desipramine,N(CCCN1c2c(CCc3c1cccc3)cccc2)C
828,Cefprozil,S1[C@H]2N(C(C(O)=O)=C(C1)C=CC)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1
829,Nefazodone,Clc1cc(N2CCN(CC2)CCCN2N=C(N(CCOc3ccccc3)C2=O)CC)ccc1
830,Flavoxate,O1c2c(cccc2C(OCCN2CCCCC2)=O)C(=O)C(C)=C1c1ccccc1
831,Cloxacillin,Clc1ccccc1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O
832,Diphenylpyraline,O(C(c1ccccc1)c1ccccc1)C1CCN(CC1)C
833,Sulfoxone,S(=O)(=O)(c1ccc(NCS(O)=O)cc1)c1ccc(NCS(O)=O)cc1
834,Diclofenamide,Clc1c(S(=O)(=O)N)cc(S(=O)(=O)N)cc1Cl
835,Amifostine,S(P(O)(O)=O)CCNCCCN
836,Doxepin,O1Cc2c(cccc2)C(c2c1cccc2)=CCCN(C)C
837,Micafungin,S(Oc1cc(ccc1O)[C@H](O)[C@@H](O)[C@@H]1NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)-c2noc(c2)-c2ccc(OCCCCC)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@H]2N(C[C@H](C)[C@@H]2O)C(=O)[C@@H](NC1=O)[C@H](O)CC(=O)N)[C@H](O)C)(O)(=O)=O
838,Cefadroxil,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1
839,Cefapirin,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CSc1ccncc1
840,Sulfinpyrazone,S(=O)(CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1
841,Levofloxacin,Fc1cc2c3N(C=C(C(O)=O)C2=O)[C@H](COc3c1N1CCN(CC1)C)C
842,Carvedilol,O(CCNCC(O)COc1c2c3c([nH]c2ccc1)cccc3)c1ccccc1OC
843,Doxacurium chloride,[Cl-].[Cl-].O(C)c1c(OC)cc(cc1OC)C[C@H]1[N@@+](CCc2c1c(OC)c(OC)c(OC)c2)(CCCOC(=O)CCC(OCCC[N@+]1(CCc2c([C@@H]1Cc1cc(OC)c(OC)c(OC)c1)c(OC)c(OC)c(OC)c2)C)=O)C
844,Tiludronate,Clc1ccc(SC(P(O)(O)=O)P(O)(O)=O)cc1
845,Pioglitazone,S1C(Cc2ccc(OCCc3ncc(cc3)CC)cc2)C(=O)NC1=O
846,Proguanil,Clc1ccc(NC(N)=N\C(=N\C(C)C)\N)cc1
847,Prednicarbate,O(C(OCC)=O)C1(CCC2C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)COC(=O)CC
848,Rabeprazole,S(=O)(Cc1nccc(OCCCOC)c1C)c1[nH]c2c(n1)cccc2
849,Bicalutamide,S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(cc1)C#N)C)c1ccc(F)cc1
850,Econazole,Clc1cc(Cl)ccc1C(OCc1ccc(Cl)cc1)Cn1ccnc1
851,Dutasteride,FC(F)(F)c1ccc(cc1NC(=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@H](NC(=O)C=C1)CC3)C)C(F)(F)F
852,Anisindione,O(C)c1ccc(cc1)C1C(=O)c2c(cccc2)C1=O
853,Tolbutamide,S(=O)(=O)(NC(=O)NCCCC)c1ccc(cc1)C
854,Proflavine,n1c2cc(N)ccc2cc2c1cc(N)cc2
855,Ambenonium,Clc1ccccc1C[N+](CCNC(=O)C(=O)NCC[N+](Cc1ccccc1Cl)(CC)CC)(CC)CC
856,Phenacemide,O=C(NC(=O)N)Cc1ccccc1
857,Gliclazide,S(=O)(=O)(NC(=O)NN1C[C@H]2[C@H](CCC2)C1)c1ccc(cc1)C
858,Diazoxide,Clc1cc2S(=O)(=O)N=C(Nc2cc1)C
859,Amiodarone,Ic1cc(cc(I)c1OCCN(CC)CC)C(=O)c1c2c(oc1CCCC)cccc2
860,Atovaquone,Clc1ccc(cc1)C1CCC(CC1)C1=C(O)C(=O)c2c(cccc2)C1=O
861,Trimethaphan,[S+]12C(C3N(Cc4ccccc4)C(=O)N(C3C1)Cc1ccccc1)CCC2
862,Nifedipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])C
863,Chlorphenamine,Clc1ccc(cc1)C(CCN(C)C)c1ncccc1
864,Papaverine,O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2
865,Cefuroxime,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)N)C(=O)[C@H]2NC(=O)\C(=N/OC)\c1occc1
866,Colistimethate,S(=O)(=O)([O-])CNCCC1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCNCS(=O)(=O)[O-])C(O)C)CCNCS(=O)(=O)[O-])CCNC(=O)C(NC1=O)C(O)C)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-]
867,Miconazole,Clc1cc(Cl)ccc1C(OCc1ccc(Cl)cc1Cl)Cn1ccnc1
868,Trilostane,O1[C@H]2[C@@]13CC[C@H]1[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]1[C@]3(CC(C#N)=C2O)C)C
869,Methyprylon,O=C1C(CC)(CC)C(=O)NCC1C
870,Levocabastine,Fc1ccc(cc1)C1(CCC(N2C[C@@H](C)[C@@](CC2)(C(O)=O)c2ccccc2)CC1)C#N
871,Sibutramine,Clc1ccc(cc1)C1(CCC1)C(N(C)C)CC(C)C
872,Sertraline,Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2c1cccc2
873,Quinacrine,Clc1cc2nc3c(cc(OC)cc3)c(NC(CCCN(CC)CC)C)c2cc1
874,Arbutamine,Oc1cc(ccc1O)[C@@H](O)CNCCCCc1ccc(O)cc1
875,Capecitabine,FC1=CN([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)C(=O)N=C1NC(OCCCCC)=O
876,Pimozide,Fc1ccc(cc1)C(CCCN1CCC(N2c3c(NC2=O)cccc3)CC1)c1ccc(F)cc1
877,Flucytosine,FC=1C=NC(=O)NC=1N
878,Rosuvastatin,S(=O)(=O)(N(C)c1nc(-c2ccc(F)cc2)c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(n1)C(C)C)C
879,Leflunomide,FC(F)(F)c1ccc(NC(=O)c2cnoc2C)cc1
880,Oxamniquine,OCc1cc2CCC(Nc2cc1[N+](=O)[O-])CNC(C)C
881,Fluvastatin,Fc1ccc(cc1)-c1c2c(n(C(C)C)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)cccc2
882,Hesperetin,O1c2c(C(=O)C[C@H]1c1cc(O)c(OC)cc1)c(O)cc(O)c2
883,Dimethyl sulfoxide,S(=O)(C)C
884,Ouabain,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@@H]([C@]4(CO)[C@@](O)(C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C[C@H]4O)CC3)[C@H](O)C[C@]12C
885,Butenafine,N(Cc1c2c(ccc1)cccc2)(Cc1ccc(cc1)C(C)(C)C)C
886,Pentolinium,[N+]1(CCCC1)(CCCCC[N+]1(CCCC1)C)C
887,Deserpidine,O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O
888,Iloprost,O[C@@H]1C[C@H]2[C@H](C\C(\C2)=C\CCCC(O)=O)[C@H]1\C=C\[C@@H](O)C(CC#CC)C
889,Primaquine,O(C)c1cc(NC(CCCN)C)c2ncccc2c1
890,Benzocaine,O(C(=O)c1ccc(N)cc1)CC
891,Pilocarpine,O1C[C@H](Cc2n(cnc2)C)[C@H](CC)C1=O
892,Emedastine,O(CCn1c2c(nc1N1CCCN(CC1)C)cccc2)CC
893,Orlistat,O1[C@@H](C[C@@H](OC(=O)[C@@H](NC=O)CC(C)C)CCCCCCCCCCC)[C@H](CCCCCC)C1=O
894,Streptomycin,O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](NC)[C@@H]1O[C@@H]1[C@@](O)(C=O)[C@@H](O[C@H]1O[C@@H]1[C@@H](NC(N)=N)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]1O)C
895,Diphenoxylate,O(C(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1)CC
896,Vigabatrin,OC(=O)CCC(N)C=C
897,Deslanoside,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C
898,Etidronic acid,P(O)(O)(=O)C(P(O)(O)=O)(O)C
899,Atorvastatin,Fc1ccc(cc1)-c1n(CCC(O)CC(O)CC(=O)[O-])c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1
900,Diphenhydramine,O(C(c1ccccc1)c1ccccc1)CCN(C)C
901,Perhexiline,N1CCCCC1CC(C1CCCCC1)C1CCCCC1
902,Fludarabine,P(OC[C@H]1O[C@@H](n2c3nc(F)nc(N)c3nc2)[C@@H](O)[C@@H]1O)(O)(O)=O
903,Atazanavir,O(C(=O)N[C@@H](C(C)(C)C)C(=O)N[C@H]([C@@H](O)CN(NC(=O)[C@@H](NC(OC)=O)C(C)(C)C)Cc1ccc(cc1)-c1ncccc1)Cc1ccccc1)C
904,Mequitazine,S1c2c(N(c3c1cccc3)CC1C3CCN(C1)CC3)cccc2
905,Dihydrotachysterol,O[C@@H]1C\C(=C/C=C\2/[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](C(C)C)C)C)[C@]3(CCC/2)C)\[C@H](CC1)C
906,Promethazine,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cccc2
907,Clonazepam,Clc1ccccc1C1=NCC(=O)Nc2c1cc([N+](=O)[O-])cc2
908,Glipizide,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C
909,Cefditoren,s1cnc(C)c1\C=C/C=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)\C(=N/OC)\c1nc(sc1)N
910,Melatonin,O(C)c1cc2c([nH]cc2CCNC(=O)C)cc1
911,Isoprenaline,Oc1cc(ccc1O)C(O)CNC(C)C
912,Acetophenazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)CCO)cc(cc2)C(=O)C
913,Oxybutynin,O(C(=O)C(O)(C1CCCCC1)c1ccccc1)CC#CCN(CC)CC
914,Azlocillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCNC1=O)c1ccccc1
915,Amoxicillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1
916,Norfloxacin,Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCNCC1
917,Praziquantel,O=C1N2C(c3c(CC2)cccc3)CN(C1)C(=O)C1CCCCC1
918,Echothiophate,S(P(OCC)(OCC)=O)CC[N+](C)(C)C
919,Tocainide,O=C(Nc1c(cccc1C)C)C(N)C
920,Mimosine,OC1=CN(C=CC1=O)C[C@H](N)C(O)=O
921,Nitrendipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC
922,Benzylpenicillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)Cc1ccccc1
923,Novobiocin,O1[C@@H](Oc2ccc3c(OC(=O)C(NC(=O)c4cc(CC=C(C)C)c(O)cc4)=C3O)c2C)[C@H](O)[C@H](OC(=O)N)[C@@H](OC)C1(C)C
924,Ibuprofen,OC(=O)C(C)c1ccc(cc1)CC(C)C
925,Ergoloid mesylate,S(O)(=O)(=O)C.O1[C@](NC(=O)[C@@H]2C[C@H]3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C(C)C)C(=O)N2[C@@H](C)C(=O)N3[C@@H](CCC3)[C@]12O
926,Abacavir,OC[C@H]1C[C@@H](n2c3nc(nc(NC4CC4)c3nc2)N)C=C1
927,Fluocinonide,F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)COC(=O)C)[C@]3(C[C@@H]1O)C)(C)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
928,Lubiprostone,FC(F)(CCCC)[C@@]1(O[C@H]2[C@H](CC1)[C@H](CCCCCCC(O)=O)C(=O)C2)O
929,Rifampicin,O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CCN(CC1)C)c4O
930,Gatifloxacin,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)c(OC)c1N1CC(NCC1)C
931,Memantine,NC12CC3(CC(C1)(CC(C3)C2)C)C
932,Melphalan,ClCCN(CCCl)c1ccc(cc1)C[C@H](N)C(O)=O
933,Thalidomide,O=C1NC(=O)CCC1N1C(=O)c2c(cccc2)C1=O
934,Hydroxystilbamidine Isethionate,S(O)(=O)(=O)CCO.S(O)(=O)(=O)CCO.O=C/1C=C(C=C\C\1=C\C=C1C=CC(C=C1)=C(N)N)C(N)=N
935,Fenofibrate,Clc1ccc(cc1)C(=O)c1ccc(OC(C(OC(C)C)=O)(C)C)cc1
936,Selegiline,N(C(Cc1ccccc1)C)(CC#C)C
937,Tolterodine,Oc1ccc(cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1)C
938,Procainamide,O=C(NCCN(CC)CC)c1ccc(N)cc1
939,Cerulenin,O1[C@H](C(=O)CCC=CCC=CC)[C@@H]1C(=O)N
940,Mercaptopurine,S=C1N=CNc2nc[nH]c12
941,Probenecid,S(=O)(=O)(N(CCC)CCC)c1ccc(cc1)C(O)=O
942,Ethinamate,O(C(=O)N)C1(CCCCC1)C#C
943,Topotecan,O1CC2=C(C=C3N(Cc4c3nc3c(c4)c(CN(C)C)c(O)cc3)C2=O)[C@@](O)(CC)C1=O
944,Irbesartan,O=C1N(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)C(=NC12CCCC2)CCCC
945,Methoxyflurane,ClC(Cl)C(F)(F)OC
946,Ketoconazole,Clc1cc(Cl)ccc1C1(OC(CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1
947,Amlexanox,O1c2c(cc(cc2)C(C)C)C(=O)c2cc(C(O)=O)c(nc12)N
948,Mycophenolic acid,O1Cc2c(c(O)c(C\C=C(\CCC(O)=O)/C)c(OC)c2C)C1=O
949,Felodipine,Clc1c(cccc1Cl)C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)C
950,Phylloquinone,O=C1c2c(cccc2)C(=O)C(C)=C1C\C=C(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C
951,Trichlormethiazide,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C(Cl)Cl
952,Isosorbide Mononitrate,O1[C@H]2[C@H](OC[C@@H]2O)[C@H](O[N+](=O)[O-])C1
953,Bethanechol,O(C(C[N+](C)(C)C)C)C(=O)N
954,Guanfacine,Clc1cccc(Cl)c1CC(=O)NC(N)=N
955,Minocycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(C3)c(N(C)C)ccc1O
956,Glyburide,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1
957,Sulfamethoxazole,S(=O)(=O)(Nc1noc(c1)C)c1ccc(N)cc1
958,Balsalazide,Oc1ccc(\N=N\c2ccc(cc2)C(=O)NCCC(O)=O)cc1C(O)=O
959,Clobetasol propionate,ClCC(=O)[C@]1(OC(=O)CC)[C@@]2([C@H]([C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@@H]1C)C
960,Cinacalcet,FC(F)(F)c1cc(ccc1)CCCN[C@H](C)c1c2c(ccc1)cccc2
961,Metyrapone,O=C(C(C)(C)c1cccnc1)c1cccnc1
962,Edrophonium,Oc1cc([N+](CC)(C)C)ccc1
963,Ketoprofen,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1
964,Busulfan,S(OCCCCOS(=O)(=O)C)(=O)(=O)C
965,Tioconazole,Clc1cc(Cl)ccc1C(OCc1ccsc1Cl)Cn1ccnc1
966,Letrozole,n1cn(nc1)C(c1ccc(cc1)C#N)c1ccc(cc1)C#N
967,Hydroxyurea,O=C(NO)N
968,Ganciclovir,O=C1NC(=Nc2n(cnc12)COC(CO)CO)N
969,Cromoglicic acid,O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2
970,Levobupivacaine,O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)CCCC
971,Salbutamol,Oc1ccc(cc1CO)C(O)CNC(C)(C)C
972,Cyclacillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)C1(N)CCCCC1
973,Hydrochlorothiazide,Clc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N
974,Frovatriptan,O=C(N)c1cc2c3C[C@H](NC)CCc3[nH]c2cc1
975,Doxorubicin,O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O
976,Gabapentin,OC(=O)CC1(CCCCC1)CN
977,Auranofin,[Au-](S[C@@H]1O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C)[P+](CC)(CC)CC
978,Neomycin,O1[C@@H](CN)[C@@H](O)[C@H](O)[C@@H](N)[C@H]1O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]1[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]1O
979,Azathioprine,S(c1n(cnc1[N+](=O)[O-])C)c1ncnc2nc[nH]c12
980,Methyl aminolevulinate,O(C(=O)CCC(=O)CN)C
981,Oxaprozin,o1c(c(nc1CCC(O)=O)-c1ccccc1)-c1ccccc1
982,Exemestane,O=C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C(=CC(=O)C=C1)C(C3)=C)C
983,Rivastigmine,O(C(=O)N(CC)C)c1cc(ccc1)[C@@H](N(C)C)C
984,Dopamine,Oc1cc(ccc1O)CCN
985,Cytarabine,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(=NC1=O)N
986,Glycopyrrolate,O(C(=O)C(O)(C1CCCC1)c1ccccc1)C1CC[N+](C1)(C)C
987,Dimenhydrinate,Clc1nc2N(C)C(=O)N(C)C(=O)c2[n-]1.O(C(c1ccccc1)c1ccccc1)CC[NH+](C)C
988,Nandrolone phenpropionate,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CCc5ccccc5)[C@]4(CC3)C)CCC2=C1
989,Formoterol,O(C)c1ccc(cc1)CC(NCC(O)c1cc(NC=O)c(O)cc1)C
990,Isotretinoin,OC(=O)\C=C(/C=C/C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)\C
991,Physostigmine,O(C(=O)NC)c1cc2c(N([C@H]3N(CC[C@@]23C)C)C)cc1
992,Ramelteon,O1CCc2c3c(CC[C@H]3CCNC(=O)CC)ccc12
993,Cyclopentolate,OC1(CCCC1)C(C(OCCN(C)C)=O)c1ccccc1
994,Lomefloxacin,Fc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CC(NCC1)C)CC
995,Ethinyl Estradiol,Oc1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C
996,Telithromycin,O1[C@@H](CC)[C@@]2(OC(=O)N([C@@H]2[C@@H](C)C(=O)[C@@H](C[C@](OC)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)C(=O)[C@@H](C)C1=O)C)CCCCn1cc(nc1)-c1cccnc1)C
997,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO
998,Edetic Acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
999,Ezetimibe,Fc1ccc(cc1)[C@@H](O)CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1
1000,Azelastine,Clc1ccc(cc1)CC1=NN(C2CCCN(CC2)C)C(=O)c2c1cccc2
1001,Selenium Sulfide,[Se]=S
1002,Dactinomycin,O1[C@H](C)[C@H](NC(=O)C=2C3=Nc4c(OC3=C(C)C(=O)C=2N)c(ccc4C(=O)N[C@H]2[C@H](OC(=O)[C@@H](N(C)C(=O)CN(C)C(=O)[C@H]3N(CCC3)C(=O)[C@H](NC2=O)C(C)C)C(C)C)C)C)C(=O)N[C@H](C(C)C)C(=O)N2[C@@H](CCC2)C(=O)N(CC(=O)N(C)[C@@H](C(C)C)C1=O)C
1003,Alosetron,O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C
1004,Methyldopa,Oc1cc(ccc1O)C[C@](N)(C(O)=O)C
1005,Desloratadine,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCNCC1
1006,Telmisartan,OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C
1007,Apraclonidine,Clc1cc(N)cc(Cl)c1NC=1NCCN=1
1008,Bromfenac,Brc1ccc(cc1)C(=O)c1cccc(CC(O)=O)c1N
1009,Zaleplon,O=C(N(CC)c1cc(ccc1)C=1n2ncc(c2N=CC=1)C#N)C
1010,Mepivacaine,O=C(Nc1c(cccc1C)C)C1N(CCCC1)C
1011,Pindolol,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1
1012,Methylprednisolone,O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C
1013,Carboplatin,[Pt]1OC(=O)C2(CCC2)C(O1)=O.N.N
1014,Norgestimate,O(C(=O)C)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(=C/C(=N/O)/CC4)CC3)CC[C@]12CC)C#C
1015,Hydrocodone,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CCC2=O
1016,Netilmicin,O1[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@H](O)[C@@H](NC)[C@]3(O)C)[C@H](NCC)C[C@@H]2N)[C@H](N)CC=C1CN
1017,Dirithromycin,O1[C@H](CC)[C@@](O)([C@H]2O[C@@H](N[C@@H]([C@@H](C[C@](O)(C)[C@H](O[C@@H]3O[C@@H](C[C@H](N(C)C)[C@H]3O)C)[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@](OC)(C3)C)[C@@H](C)C1=O)C)[C@H]2C)COCCOC)C
1018,Rizatriptan,[nH]1cc(c2cc(ccc12)Cn1ncnc1)CCN(C)C
1019,Naratriptan,S(=O)(=O)(NC)CCc1cc2c([nH]cc2C2CCN(CC2)C)cc1
1020,Isoniazid,O=C(NN)c1ccncc1
1021,Fexofenadine,OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C(O)=O)(C)C)(c1ccccc1)c1ccccc1
1022,Felbamate,O(CC(COC(=O)N)c1ccccc1)C(=O)N
1023,Mezlocillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(S(=O)(=O)C)C1=O)c1ccccc1
1024,Fulvestrant,S(=O)(CCCC(F)(F)C(F)(F)F)CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@@H]2C1[C@@H]1CC[C@H](O)[C@]1(CC2)C
1025,Phenprocoumon,O1c2c(cccc2)C(O)=C(C(CC)c2ccccc2)C1=O
1026,Acetylsalicylic acid,O(C(=O)C)c1ccccc1C(O)=O
1027,Demecarium,O(C(=O)N(CCCCCCCCCCN(C(Oc1cc([N+](C)(C)C)ccc1)=O)C)C)c1cc([N+](C)(C)C)ccc1
1028,Zalcitabine,O1[C@@H](CC[C@@H]1N1C=CC(=NC1=O)N)CO
1029,Cycrimine,OC(CCN1CCCCC1)(C1CCCC1)c1ccccc1
1030,Hexafluronium,[N+](CCCCCC[N+](C)(C)C1c2c(-c3c1cccc3)cccc2)(C)(C)C1c2c(-c3c1cccc3)cccc2.CC
1031,Methantheline,O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](CC)(CC)C)=O
1032,Meclofenamic acid,Clc1c(Nc2ccccc2C(O)=O)c(Cl)ccc1C
1033,Salmeterol,Oc1ccc(cc1CO)C(O)CNCCCCCCOCCCCc1ccccc1
1034,Diethylpropion,O=C(C(N(CC)CC)C)c1ccccc1
1035,Salicylic acid,Oc1ccccc1C(O)=O
1036,Oxymetazoline,Oc1c(C)c(CC=2NCCN=2)c(cc1C(C)(C)C)C
